accel_x (m/s^2),accel_y (m/s^2),accel_z (m/s^2)
4.138925807887800623e+00,1.542134894423494440e-01,8.870224711313104748e+00
4.133863766365142745e+00,1.556374673511790596e-01,8.875998584203456332e+00
4.132875167664895599e+00,1.485276817468783594e-01,8.872875030885840175e+00
4.132616454504624670e+00,1.541824007414908937e-01,8.856951545813073423e+00
4.136606028426289328e+00,1.501856354401671367e-01,8.872672285327501740e+00
4.149675055138213331e+00,1.555700158399970223e-01,8.856658406740237410e+00
4.133337557075472013e+00,1.544228908045540138e-01,8.867007759629014885e+00
4.126836022803363591e+00,1.570568617493891539e-01,8.863750729783326676e+00
4.136804095132544212e+00,1.558583153875309490e-01,8.852438898946957124e+00
4.134821258742745087e+00,1.522080776169245364e-01,8.849452196273977833e+00
4.133667125632798367e+00,1.574914314163148310e-01,8.864913662350190293e+00
4.133331470726884227e+00,1.562854170917597485e-01,8.853347026551057652e+00
4.139160232172741871e+00,1.596584772023873222e-01,8.854793798676622529e+00
4.130152501888803229e+00,1.575338693702364457e-01,8.884856027188048344e+00
4.129213093496924003e+00,1.596088172519546933e-01,8.863241414874206470e+00
4.133248519106552443e+00,1.591723829518666700e-01,8.857511337591626344e+00
4.138703949276346883e+00,1.508530652698668040e-01,8.862953224531116447e+00
4.134083287856111788e+00,1.471235474344634864e-01,8.864895861128005095e+00
4.131232967411232693e+00,1.535151018089603303e-01,8.857074661029677998e+00
4.131455771397274823e+00,1.600060916606182160e-01,8.850923003330974481e+00
4.137374242399025626e+00,1.592692158330110686e-01,8.853469281267988933e+00
4.143132874728123305e+00,1.610574123570464866e-01,8.864452620594082788e+00
4.126215577114130895e+00,1.521079901325597672e-01,8.856818179188683970e+00
4.139004295744856066e+00,1.571536524173820226e-01,8.851050496043084692e+00
4.135006378878303579e+00,1.540099806902205104e-01,8.863021234018805927e+00
4.135079312007970742e+00,1.510947498847570181e-01,8.874911424292735163e+00
4.127620011248817278e+00,1.533476181238797864e-01,8.859674364520904177e+00
4.135349602809912817e+00,1.512477944642443006e-01,8.855446492599199360e+00
4.132413375788903664e+00,1.532041561286714149e-01,8.864835305308343294e+00
4.133887643947433688e+00,1.544961590437617660e-01,8.882109442119503484e+00
4.125532552143954312e+00,1.589223823855568929e-01,8.863993370370593539e+00
4.129451504801108896e+00,1.565376564292881578e-01,8.868922644225763818e+00
4.135997091519378444e+00,1.539866131439483754e-01,8.868662077800228971e+00
4.131120682232817920e+00,1.629798707621495368e-01,8.874195698130005638e+00
4.127619664872160143e+00,1.516153160202301786e-01,8.855855349051241276e+00
4.123450073341986766e+00,1.540855208683654665e-01,8.866375005071557069e+00
4.132583322543672999e+00,1.514581495022198632e-01,8.864088053654290533e+00
4.130522339212184590e+00,1.578480043414542677e-01,8.842793994966264393e+00
4.129241855821996765e+00,1.487370638635406306e-01,8.864609838803289676e+00
4.141128931397663138e+00,1.506272980264714845e-01,8.868713805126839489e+00
4.133581700199878917e+00,1.533194957694384297e-01,8.864708499766910776e+00
4.132223447711735886e+00,1.462081197797273913e-01,8.866648069063284510e+00
4.136870993847597155e+00,1.641605797859383986e-01,8.874388139148514654e+00
4.132853690078825970e+00,1.618831727954105626e-01,8.863531637910721628e+00
4.125223775087788702e+00,1.447769311895586442e-01,8.863110095256399035e+00
4.122773227592502643e+00,1.499493551225222210e-01,8.867006756825317026e+00
4.135021614210566021e+00,1.437924851936417114e-01,8.851345869738571182e+00
4.133871764260145909e+00,1.514989897268224361e-01,8.865152176855168875e+00
4.139666631723106782e+00,1.567639985015545079e-01,8.863504888729430320e+00
4.126786038261683665e+00,1.523694388985199211e-01,8.842940478698702478e+00
4.133086552358562038e+00,1.605957045234166491e-01,8.867606070785525318e+00
4.133470467451520136e+00,1.585957769340715084e-01,8.860354436781086918e+00
4.128554409965122574e+00,1.578025410321714506e-01,8.870629771719707790e+00
4.130562386521353879e+00,1.592477757747065570e-01,8.866245158672722226e+00
4.132038002828694268e+00,1.531449137952605732e-01,8.869492603195656244e+00
4.129931742300950503e+00,1.511107076002806970e-01,8.872850298167051619e+00
4.134724112334122736e+00,1.557733760362171316e-01,8.871045136511941820e+00
4.133681158914099818e+00,1.570798079466755037e-01,8.858569917939423277e+00
4.134030697556648093e+00,1.554066223865072371e-01,8.851755654443776322e+00
4.140563682791528421e+00,1.624079485148252622e-01,8.867519876760932007e+00
4.129614772569907721e+00,1.538699686603271499e-01,8.880321720445985889e+00
4.133732493282656684e+00,1.568558409312593438e-01,8.848229927609766676e+00
4.123220725621360216e+00,1.511798874963975192e-01,8.866546933806718656e+00
4.134579949833374179e+00,1.455272646584391538e-01,8.856579405882522238e+00
4.140650262690022565e+00,1.557881864799009752e-01,8.855136873794178243e+00
4.130731436039974724e+00,1.530350124852285221e-01,8.862215228178975224e+00
4.127529956044400095e+00,1.665995311140447133e-01,8.872120944100695183e+00
4.134917577322380744e+00,1.579538503439802677e-01,8.870621699478018485e+00
4.123172850518942667e+00,1.565492623868525723e-01,8.857320064620475719e+00
4.129409142996085080e+00,1.545450120832119190e-01,8.873667188575481646e+00
4.133584307445540951e+00,1.478011387064418758e-01,8.860651334547672064e+00
4.131839685673205587e+00,1.539454558469344758e-01,8.861849755134773687e+00
4.136638189384867381e+00,1.565487682780720424e-01,8.860173610056024884e+00
4.133760850737512094e+00,1.622491267245256830e-01,8.874453325607975174e+00
4.142020070067398585e+00,1.597953891501384671e-01,8.865769501358077065e+00
4.129814423870903362e+00,1.545327120042075952e-01,8.870709047057625085e+00
4.142714342734401534e+00,1.567230815414893674e-01,8.863512043177331989e+00
4.144053365058575800e+00,1.558766073121962137e-01,8.859181693864172757e+00
4.138647623654772900e+00,1.530172852737324563e-01,8.865379341943402380e+00
4.137934604351640289e+00,1.588671222992577570e-01,8.866044047468907507e+00
4.125174392352536579e+00,1.474935441296124916e-01,8.877721901225989143e+00
4.137549139608130311e+00,1.546140886724439722e-01,8.866501412360943135e+00
4.125460290098937222e+00,1.548147630881058501e-01,8.864153953042521294e+00
4.139941048438137372e+00,1.493199034433763117e-01,8.870124987732941335e+00
4.128509338923434413e+00,1.470651155406542954e-01,8.853003885682314333e+00
4.131106629491716475e+00,1.483445317471625835e-01,8.856845723076059329e+00
4.138975777913406873e+00,1.515503881503163786e-01,8.874597557482733379e+00
4.142547971484888514e+00,1.568981752110092942e-01,8.853061567658759401e+00
4.129589886781783292e+00,1.436657728852438476e-01,8.858633627194361537e+00
4.126634935157410311e+00,1.632277893275565217e-01,8.859277654921239531e+00
4.133503270952830100e+00,1.529293437818530221e-01,8.869181209100448271e+00
4.139190096107721928e+00,1.458049925256684753e-01,8.862757902504775132e+00
4.129431464227764081e+00,1.530537974033046866e-01,8.857709350570715401e+00
4.126779906603785797e+00,1.517952678603435301e-01,8.839729465331327418e+00
4.133296409518380621e+00,1.556403613761437044e-01,8.857977856561417340e+00
4.134745320439609628e+00,1.560645088656225365e-01,8.868212773236187729e+00
4.130677776268138146e+00,1.478970418002621690e-01,8.865622044006279623e+00
4.129555058472238471e+00,1.593965267763123861e-01,8.880031559851712331e+00
4.133935853473808208e+00,1.475255909558183809e-01,8.867763461329172259e+00
4.131779138082896985e+00,1.453558025506920537e-01,8.857270161463471680e+00
4.124521280923618249e+00,1.536479240667491530e-01,8.872845296852673869e+00
4.138885709372456922e+00,1.529090436043601398e-01,8.866115778750934595e+00
4.135807925053598844e+00,1.551004904137343321e-01,8.871634410789065228e+00
4.121701299895076609e+00,1.576912507786278894e-01,8.865208767099177933e+00
4.144125538935628406e+00,1.510350429059086341e-01,8.852636757748562957e+00
4.147438095661207136e+00,1.547929326472190503e-01,8.861179196168439631e+00
4.135711755760755004e+00,1.498580177812873782e-01,8.866037401558205744e+00
4.133503468569267980e+00,1.548852623592853472e-01,8.863673012186277234e+00
4.131194689233491424e+00,1.614406521037090869e-01,8.863239613388381954e+00
4.127557555880905227e+00,1.572840979020398433e-01,8.853530395270762909e+00
4.143104293430951657e+00,1.558855014909981962e-01,8.859685304300199959e+00
4.133492677364733581e+00,1.564626969108079690e-01,8.852357639296807079e+00
4.132943820519527911e+00,1.544288725667660456e-01,8.862576308683067339e+00
4.137355396191051859e+00,1.486431929706332755e-01,8.874491769002029073e+00
4.134422009852166013e+00,1.532986662332024574e-01,8.860339752323728391e+00
4.134971220581127760e+00,1.560032760171389810e-01,8.860643951636193449e+00
4.132661481877129006e+00,1.556895913104311413e-01,8.872974724096382104e+00
4.132952042287191041e+00,1.537603076920600054e-01,8.859183659539136002e+00
4.128778953124034423e+00,1.630629370461673944e-01,8.868382579706951319e+00
4.129050459271110363e+00,1.553026875050899647e-01,8.861561584394545221e+00
4.137443575475281854e+00,1.542587756778627250e-01,8.870561392891398000e+00
4.130679258505440821e+00,1.566985243479185885e-01,8.884228263451268148e+00
4.135766674584714586e+00,1.513017405843489205e-01,8.867351024061566278e+00
4.127039800184911122e+00,1.453061575870569222e-01,8.872645595611013292e+00
4.138865761639741514e+00,1.519063469053021087e-01,8.865665913635844220e+00
4.135222883683873363e+00,1.529201178945043260e-01,8.863682574788096957e+00
4.135387525589824698e+00,1.479454706678229869e-01,8.861453223066510176e+00
4.133404616590454772e+00,1.493022171720619629e-01,8.857425822056898213e+00
4.131048610089434803e+00,1.555647904855333441e-01,8.872431205533946041e+00
4.131459553807031782e+00,1.484396343634479809e-01,8.864614739157572032e+00
4.140422557862627251e+00,1.553555927207739551e-01,8.854223726358643631e+00
4.134512189856654807e+00,1.554672416689470704e-01,8.856737594472111397e+00
4.121613174279801228e+00,1.558355822262166013e-01,8.857199648113113000e+00
4.131946537002503028e+00,1.519343531241816037e-01,8.872265133526218150e+00
4.127459267902356288e+00,1.551579040773574114e-01,8.864259225005687526e+00
4.147994134161298696e+00,1.504123621351575735e-01,8.856367611398781037e+00
4.129959372526417205e+00,1.597074263404118510e-01,8.864370147431950286e+00
4.141983254842785733e+00,1.440984582382857648e-01,8.856876829688449249e+00
4.130949262975982528e+00,1.514506748372685951e-01,8.865180169649564235e+00
4.126526396948745123e+00,1.518961695911583420e-01,8.866984903014966335e+00
4.133663121165552568e+00,1.481793709415426818e-01,8.874328028512577404e+00
4.141671456973729626e+00,1.509593230904161809e-01,8.864122035526376564e+00
4.134065011461499850e+00,1.547987409364387501e-01,8.853815242983364087e+00
4.127304296086841795e+00,1.637292384142705060e-01,8.858324207282509022e+00
4.141607271656971179e+00,1.606934288121241727e-01,8.858997355889339786e+00
4.130705844470805133e+00,1.511871793607472425e-01,8.867429387196978041e+00
4.127083723094219891e+00,1.501113283603277559e-01,8.866126683665038755e+00
4.126755234604537748e+00,1.625711530274808192e-01,8.854806973192275166e+00
4.138703700420197862e+00,1.614931721841668111e-01,8.849891802174980171e+00
4.131387094131410365e+00,1.561852235924826859e-01,8.861776531213628516e+00
4.133226118655273673e+00,1.578822961481539666e-01,8.853585418592407663e+00
4.130184418755565190e+00,1.487346199784574940e-01,8.861687424285442205e+00
4.135175140329574006e+00,1.529566901099173315e-01,8.868892247978868326e+00
4.131573825666638555e+00,1.559712812581099395e-01,8.877692169299276514e+00
4.141000811363758416e+00,1.495912897123686525e-01,8.869075187470423671e+00
4.140665292876367864e+00,1.442193747919843227e-01,8.870456891812045441e+00
4.132915536749248275e+00,1.548296458262408692e-01,8.880959787289551599e+00
4.133754618715520301e+00,1.624069556331859399e-01,8.874341131153666851e+00
4.137468244993167232e+00,1.485971471789757914e-01,8.857123736341970144e+00
4.127988341228114422e+00,1.474580067717102816e-01,8.874352623539726537e+00
4.136642925464745879e+00,1.545338423454458432e-01,8.857693282992089578e+00
4.129728414460353214e+00,1.534420637386983144e-01,8.851474729951959830e+00
4.131672244987160347e+00,1.505924288527989707e-01,8.877580659901644466e+00
4.129546851309350508e+00,1.548082620296266643e-01,8.856506111437166595e+00
4.133798598235045141e+00,1.462904093988741661e-01,8.861131050824994304e+00
4.134439416491130004e+00,1.600973131186086973e-01,8.847006178700601353e+00
4.132740915474368393e+00,1.546946240638767400e-01,8.874232022952218912e+00
4.135488609638283464e+00,1.548886640427579731e-01,8.867799618336121625e+00
4.136368774332990661e+00,1.567356887634587526e-01,8.860851255574287322e+00
4.139254708277795736e+00,1.505966591262806187e-01,8.865994720958797259e+00
4.131121501128355078e+00,1.470168087283992286e-01,8.865388961142384616e+00
4.122420338332784873e+00,1.481607887536637858e-01,8.876425297359135769e+00
4.143028910919988483e+00,1.658109871616556819e-01,8.852846917590559528e+00
4.132413521918006261e+00,1.556415883458211469e-01,8.854151143742623020e+00
4.136001218803192714e+00,1.502659038726510410e-01,8.851702165252083532e+00
4.136941861916872298e+00,1.559607559505435948e-01,8.859782066009973533e+00
4.138979936127498149e+00,1.563520975147237313e-01,8.862755897632588642e+00
4.131137988122933535e+00,1.506651818862515535e-01,8.867468390576869197e+00
4.132297865641591628e+00,1.552946013465193176e-01,8.872174392334176929e+00
4.133359421305958570e+00,1.597923319927506969e-01,8.869667091735234266e+00
4.132135924909729141e+00,1.479763264984252091e-01,8.871308736424817099e+00
4.131200107321351567e+00,1.461397182144060225e-01,8.882966709269165761e+00
4.144788906777250759e+00,1.515624808415188540e-01,8.860294627981097904e+00
4.126785224605385771e+00,1.549970041062576631e-01,8.864843407188761404e+00
4.131055541697720379e+00,1.584054879698230389e-01,8.852716251581746576e+00
4.135873753073908254e+00,1.640053174003284764e-01,8.869437332520984540e+00
4.146626711622711348e+00,1.548751560235695768e-01,8.855656020661561101e+00
4.133180119790739404e+00,1.592496080573789219e-01,8.860759456067532014e+00
4.133472447519089599e+00,1.529228552588779155e-01,8.872711758255716674e+00
4.129164943756808981e+00,1.581640728365414084e-01,8.871318017108993814e+00
4.127709636990404718e+00,1.508414153694561111e-01,8.873382160621385850e+00
4.144223751610211615e+00,1.596118376702950203e-01,8.855337667393655465e+00
4.129281123383410801e+00,1.531432396315774991e-01,8.852138010585445471e+00
4.134063709698248879e+00,1.630673463438393200e-01,8.856693080593137424e+00
4.125273807581486096e+00,1.521091807509036276e-01,8.869644062382825211e+00
4.134645196119416610e+00,1.589718599308898028e-01,8.859625845436559288e+00
4.129192128048396526e+00,1.610893093080386362e-01,8.861002224194384880e+00
4.129296152524204011e+00,1.503452463123575722e-01,8.859965901275835165e+00
4.142331478894277552e+00,1.452032139326932536e-01,8.864750471818066302e+00
4.135452442486459823e+00,1.534121660655443364e-01,8.855662688908084945e+00
4.130972705349080343e+00,1.597444168039207635e-01,8.844876099090960508e+00
4.134844823560852589e+00,1.549570546531281456e-01,8.861244904585365845e+00
4.130311336271233813e+00,1.587912856922670535e-01,8.874632076296157024e+00
4.135189076190500579e+00,1.568997825796835111e-01,8.852448706574998383e+00
4.124874664695681759e+00,1.549990551023985863e-01,8.859855174502836661e+00
4.126169946616125017e+00,1.548945685402284556e-01,8.860177680735864314e+00
4.134569233749014749e+00,1.553435525586610855e-01,8.869030212878652009e+00
4.134357984068206981e+00,1.619151341277544620e-01,8.859388215832074920e+00
4.137421281595481837e+00,1.538882212064547894e-01,8.857205107685635070e+00
4.133581527467340422e+00,1.481906827167842888e-01,8.874901133923309260e+00
4.142550220222222634e+00,1.569842609963578162e-01,8.845737878997407933e+00
4.141795680094716658e+00,1.617564522456167719e-01,8.849416463370358699e+00
4.128330074624053658e+00,1.507466974954817240e-01,8.866038948416310461e+00
4.127776530548194600e+00,1.494539528899104519e-01,8.853583527233386263e+00
4.126128314787768758e+00,1.618951604016078405e-01,8.865947960558081320e+00
4.132767366137412246e+00,1.509284830187307691e-01,8.855186570073918517e+00
4.131625049630689439e+00,1.600174721592333704e-01,8.866854552570890391e+00
4.128316273781749146e+00,1.582639178045732176e-01,8.854267876976253504e+00
4.129390418917069816e+00,1.593228168568811276e-01,8.864360588324554868e+00
4.135658842149839032e+00,1.536068401624411939e-01,8.863240805768846542e+00
4.138076806122247042e+00,1.569548185359952164e-01,8.870496827602696754e+00
4.122712549140753246e+00,1.568702120762641983e-01,8.874904883579089798e+00
4.135321020037315165e+00,1.472666248303088066e-01,8.869466443713356796e+00
4.131938229354378933e+00,1.607110542598222946e-01,8.857836392791258007e+00
4.130527926546101902e+00,1.584649130313856569e-01,8.847386109293420731e+00
4.137815622845952390e+00,1.598663635016664974e-01,8.857722152425326456e+00
4.129721517246109030e+00,1.531684269510801555e-01,8.858374581254709668e+00
4.149039981618964035e+00,1.538190138814981289e-01,8.862460387856303967e+00
4.131558975726622229e+00,1.418318829071254505e-01,8.862908141329709721e+00
4.124268100702424000e+00,1.617002852842392424e-01,8.871064425580366120e+00
4.133985830381988080e+00,1.678623312843184334e-01,8.861498519717871503e+00
4.134659113219155913e+00,1.529330360781233633e-01,8.858513221109305391e+00
4.134588331757709234e+00,1.559375440337078533e-01,8.854151555943492014e+00
4.131915036554254073e+00,1.438689848655415604e-01,8.864430336788053921e+00
4.140234231311787028e+00,1.454798961406229552e-01,8.875213051172712753e+00
4.134027659272712540e+00,1.575030491696363666e-01,8.869414582929865176e+00
4.128910290379732118e+00,1.480385014435149083e-01,8.858088277177225578e+00
4.135597478070565991e+00,1.535004874836009559e-01,8.853501132361648374e+00
4.135764593915888909e+00,1.562223928833080255e-01,8.869865618137982466e+00
4.126554546549963121e+00,1.514142983112933827e-01,8.858330268896301263e+00
4.130717395051944685e+00,1.425385076410459750e-01,8.857999325749712938e+00
4.129712508115537695e+00,1.577613594672839514e-01,8.855818405832884821e+00
4.133316254695124314e+00,1.465134732064880818e-01,8.858637016827255906e+00
4.135134225209736059e+00,1.571075227759373416e-01,8.860759431256735041e+00
4.131859860814757646e+00,1.529704755530789384e-01,8.862203103674991311e+00
4.134613056796707653e+00,1.596211289415078172e-01,8.870742480500526383e+00
4.126962813696576582e+00,1.462041010535765628e-01,8.867795103065141404e+00
4.127623879866656686e+00,1.578181268990677399e-01,8.860766465037263728e+00
4.140652083085091029e+00,1.579873323286591913e-01,8.864730530349087090e+00
4.141518933329818353e+00,1.552391062984699033e-01,8.863394683849925570e+00
4.125010523838142262e+00,1.578731242555100334e-01,8.867339611664402099e+00
4.143019575196039916e+00,1.567858502603452220e-01,8.858479929118752594e+00
4.139179302434295771e+00,1.502589198493896605e-01,8.850898646538031045e+00
4.130951618298970729e+00,1.552162746630572077e-01,8.849571625813101861e+00
4.139117367798870184e+00,1.590432495483576347e-01,8.861235820328575485e+00
4.128394161414226105e+00,1.579219482858916224e-01,8.857608244559445509e+00
4.130018322665771180e+00,1.501530375743019841e-01,8.860416252535344483e+00
4.130438617787682176e+00,1.553460197792330688e-01,8.855364881146440936e+00
4.121223287290191273e+00,1.493840093456017815e-01,8.857018557426771466e+00
4.142396586862451713e+00,1.609044761940042478e-01,8.860906230853274224e+00
4.131065038197268002e+00,1.506903291023664326e-01,8.868321379258965464e+00
4.141671425926842787e+00,1.538266360741124272e-01,8.863177638721564833e+00
4.135808381673389711e+00,1.626438302258094992e-01,8.877368599584164244e+00
4.144208194109158860e+00,1.533518051382144198e-01,8.846830443792566001e+00
4.130975246372555532e+00,1.531698710257717311e-01,8.871803416155639610e+00
4.129541975800597342e+00,1.559727813405038799e-01,8.873261272307191305e+00
4.136757486875674239e+00,1.524513782312091059e-01,8.866280984790702036e+00
4.136975126113173751e+00,1.600365574672762969e-01,8.863108005009785018e+00
4.124000228289158798e+00,1.570604962569021601e-01,8.860971826473260649e+00
4.138800181757351204e+00,1.549374402720406774e-01,8.861258021235393301e+00
4.128625834556507002e+00,1.554969813193056161e-01,8.855180845403245016e+00
4.131173439363442057e+00,1.592972500259877411e-01,8.843629998490840194e+00
4.138053230703749641e+00,1.529278592674744863e-01,8.862898356661027321e+00
4.135687113316632413e+00,1.567211354952612323e-01,8.868969522886471779e+00
4.131114478693462821e+00,1.627979148352852734e-01,8.866799843127706637e+00
4.134576837349060341e+00,1.498668256096750973e-01,8.870455967937610708e+00
4.136105901703427179e+00,1.662777180688658207e-01,8.871121393900132546e+00
4.124504003466655355e+00,1.495124025732499362e-01,8.867345685250391796e+00
4.128897383381522346e+00,1.680709694314728997e-01,8.878232315714615908e+00
4.119919879905326709e+00,1.480284372511241620e-01,8.849335548644766902e+00
4.139551514625271267e+00,1.603671085744215186e-01,8.860389635188580471e+00
4.134672793187527340e+00,1.561912724119860763e-01,8.866255946544034927e+00
4.133729379294213579e+00,1.530025151296024177e-01,8.853629165275641810e+00
4.135680072086797665e+00,1.545826176753806458e-01,8.875184105071282303e+00
4.134788459590336807e+00,1.578894610624566874e-01,8.861291948544902652e+00
4.139972200918085043e+00,1.556689675182894306e-01,8.864689423822998293e+00
4.137685031781934697e+00,1.496609439862023883e-01,8.871564557401763196e+00
4.135358670553595850e+00,1.543905137324854959e-01,8.870782512558387012e+00
4.135671742606524148e+00,1.572721572156002556e-01,8.860533685557886230e+00
4.132842755845249627e+00,1.533055121672503018e-01,8.876749971887386792e+00
4.132842673079879070e+00,1.608448155431243531e-01,8.859130182348705418e+00
4.133738380530761702e+00,1.521070552349458316e-01,8.868155690032429206e+00
4.133771644098195530e+00,1.512389338491675894e-01,8.859681349170616116e+00
4.127305750739522772e+00,1.493984782041531401e-01,8.859976446040063180e+00
4.124611206553376874e+00,1.567613980030971299e-01,8.874265801327329228e+00
4.130196473097645260e+00,1.578052292987573990e-01,8.851337206420550885e+00
4.129041564959778476e+00,1.586375958350470794e-01,8.864108636459413049e+00
4.133490656977879318e+00,1.599356763913553636e-01,8.854123567357227387e+00
4.130120980647525641e+00,1.551286367935187926e-01,8.865655222946079661e+00
4.143218270306563866e+00,1.538057670768324392e-01,8.865406677020278181e+00
4.135596843748549745e+00,1.469041860119475740e-01,8.858814139346554484e+00
4.126532284525839422e+00,1.634506215267412521e-01,8.879223649943735808e+00
4.131794256202130811e+00,1.500809072620536977e-01,8.847620406313541963e+00
4.133556736406823973e+00,1.495065485368006208e-01,8.865664193149322969e+00
4.135921074652027407e+00,1.509352137552798512e-01,8.871030733866705376e+00
4.137686814077084385e+00,1.529540090955058551e-01,8.863648490960333248e+00
4.135100290327131667e+00,1.570328458563604868e-01,8.866128431430716716e+00
4.133457738019723493e+00,1.519703394505268756e-01,8.859871771398363904e+00
4.137803643701214895e+00,1.520982433238918519e-01,8.869702148972823608e+00
4.130845980949238161e+00,1.526353328109903984e-01,8.871685901204832803e+00
4.136740707927907046e+00,1.537540747629722315e-01,8.862323662553794890e+00
4.140263262949061662e+00,1.610384072390846077e-01,8.871761615028310288e+00
4.134720286275289425e+00,1.558190149576209049e-01,8.858923195010740770e+00
4.138194495725664446e+00,1.554996829061742192e-01,8.859931990766188648e+00
4.131680246056579797e+00,1.537789876227718122e-01,8.861612840449918593e+00
4.125591168006187637e+00,1.571480288881414444e-01,8.864888970882139674e+00
4.126659272008141421e+00,1.577834505870158721e-01,8.858421925756447379e+00
4.138294766856348339e+00,1.541307624683050104e-01,8.865930531376772450e+00
4.132211113911527178e+00,1.517567309912551399e-01,8.876412090316904369e+00
4.131973401656732214e+00,1.558756139299491139e-01,8.856986154956546287e+00
4.129988004890601694e+00,1.631247506054659402e-01,8.860543986984412257e+00
4.136936297501590865e+00,1.576984734992613046e-01,8.857424779213216581e+00
4.142453680005861116e+00,1.581788218920981703e-01,8.843955681067653174e+00
4.134296747848861919e+00,1.526355202593667748e-01,8.866109798243899220e+00
4.134951466099161088e+00,1.545206930417762914e-01,8.855988003786578133e+00
4.127244243372592436e+00,1.514063375117844223e-01,8.864239420640437572e+00
4.135526887924320327e+00,1.447913063281542900e-01,8.855736106087219284e+00
4.130263879278192718e+00,1.563380613793414198e-01,8.861246256660503917e+00
4.136344403929737013e+00,1.535398030013557513e-01,8.867423450254605655e+00
4.132940169239327055e+00,1.646239337324841290e-01,8.857301884334185971e+00
4.134399622745617897e+00,1.520997430959288854e-01,8.851263635230992577e+00
4.142353178257097035e+00,1.472924548074267814e-01,8.869188849877401637e+00
4.138409585128877133e+00,1.456859406200205209e-01,8.864817274517310608e+00
4.133822093785541441e+00,1.637491462608232085e-01,8.867964542008856199e+00
4.135433766906656317e+00,1.595530006260879874e-01,8.856906464857161154e+00
4.135631833953567593e+00,1.531981769681149130e-01,8.869102989595413433e+00
4.139115396480679721e+00,1.485625034640806752e-01,8.864951389748368271e+00
4.139494871925005093e+00,1.412953720717320949e-01,8.868735600072520597e+00
4.128995217174646903e+00,1.549995575446812546e-01,8.847638957057295528e+00
4.132344349455487453e+00,1.537788340225768879e-01,8.873995478418494898e+00
4.129464796080266176e+00,1.557547172767239085e-01,8.867270309938744433e+00
4.126720338229051599e+00,1.500832619420627012e-01,8.860688811458810932e+00
4.126084579970491717e+00,1.483552572406076075e-01,8.849792236997288342e+00
4.131368337457922202e+00,1.628957375740846536e-01,8.856114381624237808e+00
4.132363000809441189e+00,1.474744230056136418e-01,8.852577901559627094e+00
4.126018186965359824e+00,1.511968477561974888e-01,8.859216042930782464e+00
4.133170642415195495e+00,1.527087939964010821e-01,8.869728961698580605e+00
4.130534032156936597e+00,1.579155175287504931e-01,8.866221671240314350e+00
4.132575071373603137e+00,1.566423465772399659e-01,8.872952350189068582e+00
4.130087492750463163e+00,1.480818650099504918e-01,8.864512799118248410e+00
4.128022871382973413e+00,1.585203739184623817e-01,8.854321725719197289e+00
4.142612020845691134e+00,1.597705628948630774e-01,8.866440560014606120e+00
4.135766160288377513e+00,1.550455991522668442e-01,8.869550559435126047e+00
4.128181812004363849e+00,1.657767800836778271e-01,8.866304006736347887e+00
4.128046258302550342e+00,1.485682658879518836e-01,8.865504430095301203e+00
4.127233903974814488e+00,1.635799506251715274e-01,8.862095407164098049e+00
4.127740780673630816e+00,1.459843964204432520e-01,8.859115911260795784e+00
4.135687909989009370e+00,1.471305553330831406e-01,8.871754039550909354e+00
4.130313056905699831e+00,1.506996085002929864e-01,8.870951432526345215e+00
4.130074399663271834e+00,1.578454096089266512e-01,8.870726712967732297e+00
4.127298009861529948e+00,1.611265606773249204e-01,8.875927620694946896e+00
4.133080929219167921e+00,1.464223521443722975e-01,8.843539974499984524e+00
4.126066704558741804e+00,1.506900648063588533e-01,8.856489037088229210e+00
4.129918114388646089e+00,1.557723832104021822e-01,8.863668968602281595e+00
4.128298573176521380e+00,1.516180512632028798e-01,8.863843348166001945e+00
4.124831677064064728e+00,1.538015125220318358e-01,8.863185269714644932e+00
4.127266726877260261e+00,1.576575091652344940e-01,8.855716463926389892e+00
4.125017146230892884e+00,1.554360713066939570e-01,8.862404612259743075e+00
4.139179504813220944e+00,1.530545866534806787e-01,8.863887065138316146e+00
4.135967905983833681e+00,1.561460524943621975e-01,8.875815079963089715e+00
4.127684061193690468e+00,1.594047240428125012e-01,8.856540679360392687e+00
4.126088912428393485e+00,1.557624472873734289e-01,8.868044005559516663e+00
4.131691225762404329e+00,1.602471404316962444e-01,8.853054814770008107e+00
4.123892176336648951e+00,1.461927295597711673e-01,8.874442016350458928e+00
4.135028537280056149e+00,1.585098079069826305e-01,8.869690098016556945e+00
4.129452793188605142e+00,1.429006555416391100e-01,8.865359305837802850e+00
4.129164463078240921e+00,1.551320043405320925e-01,8.875838492566876070e+00
4.133267152430272873e+00,1.530382975647938126e-01,8.860943392958718690e+00
4.127701011180014312e+00,1.571934564618361896e-01,8.864319920352402349e+00
4.130792487995950779e+00,1.662375657781024196e-01,8.872694705556455119e+00
4.141096229759064329e+00,1.569975594766377103e-01,8.852098620841090337e+00
4.138522254576558090e+00,1.516914947106029199e-01,8.859694458659108207e+00
4.132269811673353388e+00,1.503503243828809288e-01,8.858899515675469516e+00
4.140638827290653801e+00,1.523343742340116380e-01,8.877096084652295716e+00
4.139419241033378327e+00,1.579845684573856490e-01,8.854357518379220693e+00
4.127037534072537817e+00,1.604324842087938574e-01,8.856297936335698395e+00
4.131101086314012960e+00,1.530414827439764980e-01,8.866263600414733048e+00
